,region,total,elementary_and_secondary_edu,higher_edu,public_welfare,health_and_hospitals,highways,police,all_other,population_thousands,year
714,Vermont,7600.6826,1937.6656,943.13885,1807.4596,215.1268,584.9215,216.23431,1896.1357,621.215,2005
715,Mideast,8241.965,2031.0234,540.45984,1759.4226,566.7593,459.52478,312.42288,2572.352,47239.24,2005
716,Delaware,8098.3423,1721.7334,967.0709,1328.1654,436.57812,722.48004,281.1797,2641.1348,845.15,2005
717,District of Columbia,12554.569,2452.5352,180.17195,3105.8035,1128.8967,139.72662,768.80853,4778.6265,567.136,2005
718,Maryland,6572.1763,1602.2301,688.62946,1065.5018,337.85837,403.6679,267.23724,2207.0515,5592.379,2005
719,New Jersey,7761.711,2423.03,552.98883,1295.4594,359.95935,363.1451,327.2169,2439.9111,8651.974,2005
720,New York,9623.422,2216.2307,492.84592,2228.7783,789.2411,461.76407,385.18707,3049.3748,19132.61,2005
721,Pennsylvania,7016.093,1668.3876,525.8203,1640.2064,454.62134,544.86914,191.94899,1990.2389,12449.99,2005
722,Great Lakes,6584.503,1656.1968,667.4677,1123.6869,536.65314,405.89044,236.84122,1957.7667,45949.14,2005
723,Illinois,6500.5034,1574.0537,588.18365,1042.6946,422.57773,418.35318,283.0144,2171.6262,12609.903,2005
724,Indiana,6092.6636,1535.2738,675.4549,974.07184,574.3108,365.5148,167.55588,1800.4817,6278.616,2005
725,Michigan,6629.387,1845.2747,785.1059,1001.13776,627.9961,362.80334,226.49637,1780.5732,10051.137,2005
726,Ohio,6801.822,1666.5895,588.3693,1334.9875,613.41376,384.61414,229.56935,1984.278,11463.32,2005
727,Wisconsin,6801.7637,1615.7118,788.98395,1262.5636,429.19324,545.3239,244.07402,1915.9131,5546.166,2005
728,Plains,6358.475,1461.6119,663.1072,1259.7251,507.39883,552.79987,202.03366,1711.7985,19802.73,2005
729,Iowa,6480.7065,1476.7499,854.67004,1091.6711,749.8035,604.55347,179.89957,1523.3591,2964.454,2005
730,Kansas,6136.5894,1385.6364,781.6682,1007.0557,430.93375,619.44727,216.49664,1695.3516,2745.299,2005
731,Minnesota,7305.1333,1637.137,608.99274,1780.4552,446.66223,553.8728,231.6551,2046.3585,5119.598,2005
732,Missouri,5632.524,1354.6176,500.37976,1096.3816,554.98645,420.41086,200.14214,1505.6056,5790.3,2005
733,Nebraska,6261.577,1477.7794,782.7717,1148.0026,472.187,582.60785,169.52739,1628.701,1761.497,2005
734,North Dakota,6729.1704,1416.5618,981.16205,1105.7021,152.49756,808.19824,154.53288,2110.5156,646.089,2005
735,South Dakota,5758.7793,1313.6276,546.58777,960.6018,272.76843,819.95197,167.42639,1677.8153,775.493,2005
736,Southeast,6067.291,1355.06,572.89954,1078.0798,646.8533,409.6837,219.57095,1785.1438,74148.38,2005
737,Alabama,6030.5073,1270.3582,763.92755,964.1683,1033.7281,380.99832,179.82605,1437.5007,4569.805,2005
738,Arkansas,5369.383,1382.4321,613.43634,1147.1653,359.78177,400.32477,160.34248,1305.8998,2781.097,2005
739,Florida,6350.7437,1306.6996,401.62323,988.33606,521.83276,445.86627,315.86813,2370.5176,17842.037,2005
740,Georgia,5884.9824,1588.541,496.93207,988.5129,557.8226,418.2302,193.48679,1641.457,8925.922,2005
741,Kentucky,5686.7515,1266.9277,613.3907,1295.6484,393.61523,390.4795,144.37132,1582.3187,4182.742,2005
742,Louisiana,6235.398,1283.0586,519.4143,981.4997,841.01874,389.94846,231.58536,1988.8728,4576.628,2005
743,Mississippi,6141.2793,1219.9861,696.21185,1401.2085,854.1272,450.13684,177.24918,1342.3597,2905.943,2005
744,North Carolina,5963.9385,1233.0469,850.30994,1035.8342,804.09064,407.90753,196.47697,1436.2723,8705.407,2005
745,South Carolina,6557.922,1496.1069,609.38776,1211.748,1035.2634,385.8101,174.63766,1644.968,4270.15,2005
746,Tennessee,5668.133,1167.5123,456.5862,1441.7244,645.8925,319.1839,196.10146,1441.132,5991.057,2005
747,Virginia,6141.8955,1590.945,643.62854,888.4087,539.0989,390.26648,213.33716,1876.2107,7577.105,2005
748,West Virginia,6021.7163,1342.2091,603.3946,1285.503,327.62573,571.7674,123.074974,1768.1412,1820.492,2005
749,Southwest,5785.491,1490.6412,663.195,939.9871,454.91367,418.11813,211.67514,1606.9612,34098.07,2005
750,Arizona,5648.128,1188.8225,590.55615,1012.4182,385.41315,354.56357,262.4783,1853.8762,5839.077,2005
751,New Mexico,7218.223,1535.556,882.3593,1546.2859,539.1161,502.8195,245.72136,1966.365,1932.274,2005
752,Oklahoma,5386.959,1327.3849,705.9849,1060.9379,365.45935,372.81805,176.5137,1377.86,3548.597,2005
753,Texas,5761.252,1589.6346,656.5577,851.14435,479.52295,434.28214,201.24161,1548.8688,22778.123,2005
754,Rocky Mountain,6250.616,1412.1497,707.345,807.93164,553.95935,501.30798,231.57584,2036.3467,9972.107,2005
755,Colorado,6251.8843,1493.2693,629.8287,697.8731,514.65686,476.45346,257.62518,2182.1775,4631.888,2005
756,Idaho,5649.3535,1245.8577,605.33344,983.8851,549.25116,478.84845,182.56023,1603.6173,1428.241,2005
757,Montana,6117.6924,1328.7155,653.0483,855.73376,432.86578,686.734,190.93141,1969.664,940.102,2005
758,Utah,5899.5093,1266.8507,888.3566,838.333,456.25925,382.78055,214.87321,1852.0559,2457.719,2005
759,Wyoming,9830.768,1990.3959,923.06244,1077.9237,1609.5298,1015.1374,287.2177,2927.5007,514.157,2005
760,Far West [2],7431.7217,1641.2246,656.3307,1175.1436,693.8138,378.13626,309.5978,2577.475,48130.594,2005
761,California,7678.002,1723.7804,649.5491,1238.1063,711.5883,340.79047,332.6841,2681.503,35827.94,2005
762,Nevada,6140.004,1353.383,436.1002,673.2273,440.47534,639.6199,322.07236,2275.126,2432.143,2005
763,Oregon,6566.5586,1355.3306,755.62726,1053.4138,522.7405,462.13913,251.71912,2165.5881,3613.202,2005
764,Washington,7023.2295,1445.4946,723.4241,1080.0126,789.2946,441.82806,205.98341,2337.1921,6257.305,2005
765,Alaska,13187.675,2593.105,819.3887,2072.4587,442.9609,1802.3198,309.18094,5148.2607,666.946,2005
766,Hawaii,7216.6016,1336.8633,681.0608,1113.6572,645.8902,360.95114,207.26927,2870.9094,1292.729,2005
